invoice,group_itemDescription
4156_032014,"{'cosmetics', 'grains'}"
4156_032015,"{'sugary', 'alcohol', 'other foods', 'other item', 'fruit'}"
4156_082014,"{'milk', 'others', 'pet care'}"
4156_122014,"{'bags', 'milk', 'other foods'}"
4157_012014,"{'meats', 'other foods'}"
4157_042015,"{'meats', 'vegetables', 'milk'}"
4158_112015,"{'vegetables', 'other foods'}"
4158_122015,"{'dairy', 'fruit'}"
4159_052014,"{'vegetables', 'others'}"
4159_112014,"{'meats', 'pet care'}"
4159_122015,"{'fruit', 'water'}"
4160_042014,"{'vegetables', 'alcohol'}"
4160_042015,"{'meats', 'vegetables'}"
4160_052014,"{'energy drinks', 'sugary'}"
4160_102014,"{'dairy', 'house facilities'}"
4160_122015,"{'fruit', 'other item', 'other foods'}"
4161_032015,"{'meats', 'fruit', 'other foods'}"
4161_092015,"{'juice', 'milk'}"
4162_022014,"{'dairy', 'alcohol', 'other foods'}"
4162_042014,"{'grains', 'alcohol', 'others'}"
4162_082014,"{'alcohol', 'water', 'milk'}"
4162_122015,"{'dairy', 'fruit', 'alcohol', 'seasoning'}"
4163_022014,"{'vegetables', 'others'}"
4163_032015,"{'energy drinks', 'fruit'}"
4163_042015,"{'alcohol', 'sugary'}"
4163_052014,"{'vegetables', 'others', 'seasoning'}"
4163_052015,"{'meats', 'others', 'other item'}"
4163_062014,"{'alcohol', 'milk', 'pet care'}"
4164_032014,"{'dairy', 'milk', 'sugary'}"
4164_082014,"{'grains', 'sugary', 'milk'}"
4164_092014,"{'meats', 'energy drinks', 'alcohol'}"
4165_032014,"{'energy drinks', 'vegetables', 'grains', 'other item', 'dairy', 'others'}"
4165_052014,"{'vegetables', 'other item'}"
4165_062014,"{'fruit', 'sugary'}"
4165_082015,"{'meats', 'fruit'}"
4165_092014,"{'alcohol', 'other item'}"
4165_102015,"{'other item', 'other foods'}"
4165_112014,"{'vegetables', 'others'}"
4165_122014,"{'fruit', 'milk'}"
4166_042015,"{'water', 'seasoning'}"
4166_062015,"{'milk', 'fruit', 'alcohol', 'other item'}"
4166_072014,"{'vegetables', 'grains', 'milk'}"
4166_072015,"{'dairy', 'bags', 'alcohol', 'grains'}"
4167_062015,"{'meats', 'milk'}"
4167_082014,"{'juice', 'chemistry products'}"
4167_102014,"{'grains', 'seasoning'}"
4168_032014,"{'meats', 'other foods'}"
4168_092014,"{'meats', 'other foods'}"
4169_032014,"{'vegetables', 'other foods'}"
4169_032015,"{'meats', 'alcohol'}"
4169_042014,"{'others', 'sugary', 'other item'}"
4169_052014,"{'alcohol', 'milk'}"
4169_092014,"{'energy drinks', 'vegetables', 'other foods'}"
4169_112015,"{'milk', 'water'}"
4170_012015,"{'dairy', 'others', 'water', 'other foods'}"
4170_032015,"{'meats', 'energy drinks'}"
4170_082015,"{'energy drinks', 'other item'}"
4170_112015,"{'vegetables', 'sugary', 'alcohol', 'juice', 'meats'}"
4171_012015,"{'meats', 'others'}"
4171_032015,"{'dairy', 'grains', 'sugary', 'milk'}"
4171_072014,{'milk'}
4172_022014,{'other foods'}
4172_022015,"{'grains', 'fruit', 'milk'}"
4172_082015,"{'energy drinks', 'cosmetics'}"
4173_022014,"{'sugary', 'other foods'}"
4173_112015,"{'meats', 'dairy'}"
4174_072014,"{'energy drinks', 'fruit'}"
4174_102014,"{'milk', 'other item'}"
4175_012015,"{'vegetables', 'sugary', 'other item', 'meats', 'fruit', 'others'}"
4176_052015,"{'grains', 'other foods'}"
4176_092014,"{'milk', 'bags'}"
4176_112014,"{'vegetables', 'grains', 'other item'}"
4177_042015,"{'grains', 'meats', 'dairy', 'fruit', 'milk'}"
4177_052014,"{'juice', 'dairy', 'other item'}"
4177_062015,{'alcohol'}
4178_012015,"{'juice', 'meats', 'seasoning'}"
4178_032015,"{'energy drinks', 'sugary', 'other foods', 'dairy', 'fruit'}"
4178_052014,"{'energy drinks', 'dairy', 'sugary', 'other foods'}"
4178_112015,"{'fruit', 'grains', 'other foods'}"
4178_122014,"{'alcohol', 'vegetables', 'grains'}"
4179_032014,"{'meats', 'vegetables'}"
4179_032015,"{'meats', 'pet care'}"
4179_062015,"{'alcohol', 'vegetables', 'fruit', 'grains'}"
4180_012015,"{'grains', 'sugary'}"
4180_022014,{'alcohol'}
4180_042014,"{'grains', 'bags'}"
4180_042015,"{'grains', 'vegetables', 'milk'}"
4180_072015,"{'meats', 'sugary'}"
4180_112015,"{'vegetables', 'milk'}"
4181_072014,"{'chemistry products', 'sugary', 'other item'}"
4182_012014,"{'dairy', 'milk'}"
4182_052014,"{'meats', 'milk', 'seasoning'}"
4182_062015,"{'fruit', 'sugary'}"
4182_082015,"{'grains', 'sugary'}"
4182_112014,"{'grains', 'sugary', 'other item'}"
4182_122015,"{'vegetables', 'house facilities'}"
4183_012015,"{'bags', 'milk', 'other foods'}"
4183_032014,{'vegetables'}
4183_062014,"{'dairy', 'vegetables', 'pet care'}"
4183_082014,"{'alcohol', 'sugary', 'other foods'}"
4183_112014,"{'vegetables', 'other foods'}"
4183_122014,"{'juice', 'meats', 'seasoning'}"
4184_062015,"{'energy drinks', 'grains'}"
4184_092014,"{'fruit', 'other item'}"
4184_122015,"{'dairy', 'other drinks'}"
4185_012015,"{'energy drinks', 'dairy', 'fruit', 'other item'}"
4185_112014,"{'juice', 'other item'}"
4186_102015,"{'milk', 'other item', 'other foods'}"
4187_042014,"{'energy drinks', 'vegetables', 'grains', 'alcohol', 'other foods', 'fruit'}"
4187_072015,"{'meats', 'alcohol'}"
4187_092015,"{'seasoning', 'pet care', 'meats', 'dairy', 'fruit'}"
4187_102015,"{'vegetables', 'sugary', 'other item', 'dairy', 'fruit', 'milk'}"
4188_082014,"{'energy drinks', 'bags'}"
4189_072015,"{'energy drinks', 'other foods', 'grains', 'other item'}"
4189_112015,"{'meats', 'milk'}"
4190_042015,"{'fruit', 'others'}"
4190_062014,"{'water', 'sugary'}"
4190_072014,"{'alcohol', 'bags'}"
4190_082014,"{'meats', 'other foods'}"
4190_092014,"{'seasoning', 'other foods'}"
4190_092015,{'fruit'}
4190_122014,"{'energy drinks', 'sugary'}"
4190_122015,"{'energy drinks', 'vegetables', 'others', 'other foods', 'juice', 'meats', 'milk'}"
4191_032014,"{'meats', 'pet care', 'other foods'}"
4191_032015,"{'fruit', 'other foods'}"
4191_042015,"{'meats', 'vegetables'}"
4191_052014,"{'fruit', 'grains'}"
4191_102014,"{'dairy', 'vegetables'}"
4191_102015,"{'meats', 'grains'}"
4192_022014,"{'vegetables', 'seasoning', 'alcohol', 'other item', 'dairy', 'milk'}"
4192_082014,"{'other drinks', 'milk'}"
4192_122015,"{'energy drinks', 'sugary', 'water', 'seasoning', 'meats', 'dairy', 'milk'}"
4193_042014,"{'milk', 'seasoning'}"
4193_062014,"{'seasoning', 'bags'}"
4193_082015,"{'meats', 'sugary'}"
4193_122014,"{'grains', 'alcohol'}"
4194_022014,"{'vegetables', 'alcohol'}"
4194_072014,"{'others', 'milk'}"
4194_072015,"{'cosmetics', 'dairy', 'fruit', 'water'}"
4194_112014,"{'grains', 'others'}"
4194_112015,"{'sugary', 'house facilities'}"
4194_122014,"{'juice', 'vegetables'}"
4195_012015,"{'vegetables', 'grains', 'alcohol', 'other item', 'dairy'}"
4195_042015,"{'vegetables', 'other foods'}"
4195_092014,"{'fruit', 'bags'}"
4196_032014,{'other foods'}
4196_062014,"{'others', 'other item'}"
4196_072014,"{'vegetables', 'milk'}"
4196_072015,"{'grains', 'other foods'}"
4196_092015,"{'vegetables', 'other item'}"
4197_032015,"{'energy drinks', 'grains', 'other item'}"
4197_052014,"{'energy drinks', 'grains'}"
4197_052015,"{'dairy', 'other foods'}"
4197_062015,"{'meats', 'house facilities'}"
4197_092014,"{'chemistry products', 'grains'}"
4197_102015,"{'energy drinks', 'pet care', 'other item', 'meats', 'dairy', 'others'}"
4198_032015,"{'dairy', 'other item'}"
4198_102014,"{'meats', 'milk', 'other item'}"
4199_042015,"{'energy drinks', 'others', 'other item'}"
4199_052014,"{'dairy', 'vegetables'}"
4199_082014,"{'other foods', 'seasoning', 'other item'}"
4199_122015,"{'fruit', 'milk'}"
4200_062014,"{'meats', 'bags', 'other foods'}"
4201_012014,"{'fruit', 'other foods'}"
4201_062014,"{'alcohol', 'other foods'}"
4201_102014,"{'sugary', 'other item'}"
4201_102015,"{'fruit', 'house facilities'}"
4201_112014,"{'energy drinks', 'sugary'}"
4201_122014,"{'dairy', 'sugary'}"
4202_022014,"{'grains', 'cosmetics', 'vegetables', 'sugary'}"
4202_022015,"{'energy drinks', 'vegetables', 'meats', 'dairy', 'fruit'}"
4202_122014,"{'fruit', 'grains', 'other item'}"
4204_012014,{'grains'}
4204_062015,"{'dairy', 'bags'}"
4204_102015,"{'dairy', 'milk', 'other item'}"
4204_112014,"{'dairy', 'other foods'}"
4205_012015,"{'fruit', 'other foods'}"
4205_022015,"{'seasoning', 'other item'}"
4206_012014,{'other item'}
4206_042014,"{'vegetables', 'other item'}"
4206_072014,{'other foods'}
4206_092014,"{'alcohol', 'sugary', 'seasoning', 'other item'}"
4206_112014,"{'juice', 'vegetables', 'milk', 'other foods'}"
4207_032015,"{'sugary', 'other item'}"
4207_082015,"{'vegetables', 'grains', 'sugary', 'pet care', 'alcohol', 'other item', 'meats', 'dairy', 'fruit'}"
4207_102014,"{'milk', 'sugary'}"
4208_032014,"{'meats', 'other item'}"
4209_032014,"{'others', 'sugary'}"
4209_072014,"{'grains', 'alcohol'}"
4210_032014,"{'fruit', 'bags'}"
4210_072015,"{'meats', 'vegetables'}"
4211_022014,"{'dairy', 'other item'}"
4211_032014,"{'alcohol', 'others', 'other item', 'chemistry products', 'milk'}"
4211_052014,"{'others', 'other foods'}"
4211_092014,"{'fruit', 'grains', 'other foods'}"
4212_012015,"{'vegetables', 'fruit'}"
4212_032014,"{'dairy', 'sugary'}"
4212_032015,"{'dairy', 'vegetables'}"
4212_072015,"{'meats', 'other foods'}"
4212_122014,"{'meats', 'other item'}"
4213_042014,"{'vegetables', 'seasoning'}"
4213_062014,"{'energy drinks', 'other item'}"
4213_082015,"{'meats', 'milk'}"
4214_032014,"{'meats', 'sugary'}"
4214_032015,"{'meats', 'vegetables'}"
4214_072015,"{'fruit', 'grains', 'other item'}"
4214_082014,"{'vegetables', 'pet care'}"
4214_092015,"{'fruit', 'sugary'}"
4214_102014,"{'dairy', 'other foods'}"
4215_032014,"{'alcohol', 'other foods'}"
4215_052015,"{'sugary', 'seasoning', 'alcohol', 'other foods', 'other item', 'meats', 'dairy'}"
4215_062015,"{'dairy', 'alcohol', 'milk', 'sugary'}"
4215_102014,"{'dairy', 'grains', 'others'}"
4216_012014,"{'vegetables', 'grains'}"
4216_022015,"{'fruit', 'other item'}"
4216_042015,{'meats'}
4216_112014,"{'grains', 'others', 'milk'}"
4216_122014,"{'fruit', 'milk'}"
4217_012015,"{'milk', 'water'}"
4217_032014,"{'dairy', 'vegetables', 'grains', 'other foods'}"
4217_052015,"{'meats', 'dairy', 'water'}"
4217_062014,"{'grains', 'milk'}"
4217_062015,"{'energy drinks', 'seasoning', 'other item'}"
4217_072014,"{'others', 'sugary'}"
4217_082014,"{'dairy', 'bags'}"
4217_112015,"{'meats', 'alcohol'}"
4217_122015,"{'dairy', 'vegetables', 'alcohol'}"
4218_032015,"{'meats', 'vegetables', 'other foods', 'other item'}"
4218_082014,"{'energy drinks', 'house facilities'}"
4218_092014,"{'meats', 'other foods', 'pet care'}"
4218_112015,"{'meats', 'fruit'}"
4219_032015,"{'fruit', 'vegetables'}"
4219_052014,"{'grains', 'milk'}"
4219_092014,"{'dairy', 'fruit'}"
4219_102015,"{'grains', 'other item'}"
4220_042014,"{'dairy', 'sugary'}"
4220_052014,"{'dairy', 'other item'}"
4220_082015,"{'dairy', 'other item'}"
4220_102015,"{'fruit', 'alcohol', 'water', 'chemistry products'}"
4220_112015,"{'fruit', 'milk', 'vegetables', 'other item'}"
4221_012014,"{'meats', 'water'}"
4221_022015,"{'meats', 'milk'}"
4221_042014,"{'house facilities', 'bags'}"
4221_042015,"{'meats', 'pet care'}"
4222_052014,"{'meats', 'vegetables'}"
4222_052015,"{'fruit', 'alcohol', 'other foods'}"
4222_082015,"{'others', 'sugary', 'other drinks', 'other item'}"
4222_122015,"{'other foods', 'fruit', 'pet care'}"
4223_032014,"{'meats', 'fruit'}"
4223_032015,"{'meats', 'energy drinks'}"
4223_062014,"{'milk', 'others'}"
4223_062015,"{'meats', 'grains', 'seasoning'}"
4223_072015,"{'vegetables', 'grains', 'water', 'dairy', 'fruit'}"
4224_012015,"{'meats', 'grains'}"
4224_022015,"{'meats', 'fruit'}"
4224_042015,{'grains'}
4224_062014,"{'dairy', 'fruit'}"
4224_062015,"{'grains', 'alcohol'}"
4224_082014,"{'grains', 'other item'}"
4225_012015,"{'fruit', 'alcohol'}"
4225_082015,"{'dairy', 'vegetables', 'grains', 'water'}"
4226_032014,"{'fruit', 'vegetables'}"
4226_062015,"{'meats', 'other foods'}"
4226_082014,"{'dairy', 'sugary'}"
4226_112014,{'sugary'}
4227_072014,"{'fruit', 'grains'}"
4227_082014,"{'other item', 'other foods'}"
4227_082015,"{'meats', 'energy drinks', 'dairy'}"
4228_032015,"{'water', 'sugary', 'seasoning', 'fruit', 'milk'}"
4228_042015,"{'fruit', 'grains', 'sugary', 'bags'}"
4228_062014,"{'vegetables', 'grains'}"
4228_082014,"{'energy drinks', 'other drinks'}"
4229_062015,"{'meats', 'energy drinks', 'other item'}"
4229_072014,"{'milk', 'sugary'}"
4229_082015,"{'grains', 'vegetables', 'others'}"
4230_032015,"{'meats', 'vegetables', 'grains'}"
4230_052014,"{'alcohol', 'grains'}"
4230_052015,"{'fruit', 'grains'}"
4230_062015,"{'alcohol', 'seasoning'}"
4231_042014,"{'fruit', 'grains', 'seasoning'}"
4231_112015,"{'meats', 'other foods'}"
4232_072014,"{'vegetables', 'grains', 'sugary', 'other foods'}"
4232_102014,"{'dairy', 'milk'}"
4232_112015,"{'meats', 'alcohol'}"
4232_122015,"{'alcohol', 'fruit', 'milk', 'other foods'}"
4233_012014,"{'meats', 'energy drinks', 'other foods'}"
4233_062014,"{'vegetables', 'milk', 'other item'}"
4233_062015,"{'energy drinks', 'milk'}"
4233_082014,"{'meats', 'house facilities'}"
4234_012014,"{'vegetables', 'grains', 'others', 'juice', 'other item', 'fruit', 'other drinks', 'chemistry products'}"
4234_022015,"{'sugary', 'other item'}"
4234_072015,"{'vegetables', 'seasoning', 'other foods', 'cosmetics', 'chemistry products', 'milk'}"
4234_102014,"{'dairy', 'fruit', 'milk'}"
4235_032014,"{'dairy', 'grains'}"
4235_042015,"{'fruit', 'vegetables'}"
4235_052014,"{'milk', 'seasoning'}"
4235_092014,"{'energy drinks', 'bags'}"
4235_092015,"{'water', 'other item'}"
4235_102014,"{'sugary', 'other item'}"
4235_122015,"{'energy drinks', 'grains', 'other foods', 'fruit', 'milk'}"
4236_042014,"{'meats', 'dairy'}"
4236_052014,"{'cosmetics', 'others'}"
4236_102015,"{'fruit', 'alcohol'}"
4236_112015,"{'vegetables', 'grains', 'alcohol', 'other item', 'meats', 'fruit', 'others'}"
4237_052014,"{'meats', 'grains'}"
4238_032015,"{'vegetables', 'grains'}"
4238_082015,"{'cosmetics', 'meats', 'fruit'}"
4238_122015,"{'fruit', 'grains', 'other foods'}"
4239_082014,"{'meats', 'others'}"
4239_112015,"{'meats', 'fruit'}"
4240_042015,"{'energy drinks', 'vegetables', 'sugary', 'meats', 'dairy'}"
4240_062015,"{'vegetables', 'sugary', 'bags'}"
4240_092015,"{'grains', 'fruit', 'milk', 'other item'}"
4240_102015,"{'energy drinks', 'pet care'}"
4241_022014,"{'water', 'energy drinks', 'others', 'dairy'}"
4241_092014,"{'sugary', 'pet care'}"
4242_012014,"{'dairy', 'grains'}"
4242_032015,"{'grains', 'water'}"
4242_092015,"{'energy drinks', 'fruit', 'milk'}"
4243_012014,"{'others', 'seasoning'}"
4243_022014,"{'vegetables', 'alcohol', 'sugary'}"
4243_022015,"{'cosmetics', 'meats', 'chemistry products'}"
4243_032014,"{'others', 'other foods'}"
4243_082015,"{'dairy', 'vegetables', 'alcohol'}"
4243_122014,"{'others', 'other foods'}"
4244_042014,"{'vegetables', 'alcohol'}"
4244_052014,"{'dairy', 'other item'}"
4244_092014,"{'grains', 'milk'}"
4244_102015,"{'fruit', 'other item'}"
4244_122014,"{'fruit', 'others'}"
4245_042015,"{'dairy', 'water', 'other foods'}"
4245_072014,"{'alcohol', 'milk'}"
4245_092014,"{'milk', 'other item'}"
4245_112014,"{'fruit', 'water'}"
4246_012015,"{'meats', 'milk'}"
4246_062014,"{'energy drinks', 'fruit', 'vegetables', 'sugary'}"
4246_062015,"{'dairy', 'other item'}"
4247_022014,"{'energy drinks', 'dairy'}"
4248_092014,"{'other foods', 'other item'}"
4249_012014,"{'alcohol', 'bags'}"
4249_022015,"{'fruit', 'milk', 'bags'}"
4249_042015,"{'meats', 'vegetables', 'water'}"
4249_092015,"{'fruit', 'alcohol'}"
4250_012014,"{'dairy', 'pet care'}"
4250_102014,"{'sugary', 'bags'}"
4251_012014,"{'vegetables', 'sugary', 'other item'}"
4251_012015,"{'meats', 'grains'}"
4251_022014,"{'meats', 'milk'}"
4251_032015,"{'sugary', 'other foods', 'dairy', 'fruit', 'bags'}"
4251_112014,"{'alcohol', 'milk', 'sugary', 'other foods'}"
4251_122015,"{'energy drinks', 'vegetables'}"
4252_042014,"{'water', 'pet care', 'bags'}"
4252_102015,"{'meats', 'dairy', 'vegetables', 'sugary'}"
4252_122014,"{'meats', 'others'}"
4254_072015,"{'vegetables', 'alcohol'}"
4254_082015,"{'meats', 'dairy'}"
4254_122014,"{'other foods', 'bags'}"
4255_022014,"{'meats', 'other foods'}"
4255_022015,"{'fruit', 'milk'}"
4255_032014,"{'alcohol', 'other drinks', 'bags'}"
4255_082015,{'others'}
4255_092014,"{'dairy', 'grains'}"
4256_032014,"{'dairy', 'fruit'}"
4256_052014,"{'water', 'sugary'}"
4256_092014,"{'milk', 'other item'}"
4257_032014,"{'dairy', 'milk', 'others'}"
4257_042014,"{'dairy', 'vegetables'}"
4257_062014,"{'meats', 'sugary'}"
4257_062015,"{'sugary', 'seasoning'}"
4257_082015,"{'milk', 'fruit', 'grains', 'other item'}"
4258_042015,"{'juice', 'cosmetics', 'milk', 'other item'}"
4258_062014,"{'meats', 'dairy', 'others'}"
4258_072015,"{'meats', 'sugary'}"
4258_112015,"{'energy drinks', 'sugary', 'other foods'}"
4259_062015,"{'energy drinks', 'grains', 'dairy', 'bags'}"
4259_072014,"{'dairy', 'alcohol'}"
4259_112014,"{'dairy', 'others'}"
4259_122014,"{'grains', 'sugary', 'other foods'}"
4260_012014,"{'energy drinks', 'grains'}"
4260_052015,"{'meats', 'vegetables', 'alcohol', 'other item'}"
4260_102015,"{'vegetables', 'other foods'}"
4260_112015,"{'meats', 'energy drinks', 'milk', 'other foods'}"
4261_022015,"{'fruit', 'water'}"
4261_052014,"{'vegetables', 'alcohol', 'sugary'}"
4261_062014,"{'juice', 'milk', 'other item'}"
4261_082014,"{'fruit', 'alcohol'}"
4261_092014,"{'vegetables', 'others'}"
4262_032014,"{'meats', 'alcohol', 'others', 'other foods'}"
4262_042015,"{'vegetables', 'milk', 'others'}"
4262_062014,{'alcohol'}
4262_082014,"{'others', 'other foods'}"
4262_102015,"{'meats', 'other item'}"
4262_112015,"{'dairy', 'fruit', 'milk'}"
4264_022014,"{'energy drinks', 'others'}"
4264_032014,"{'dairy', 'milk'}"
4264_072014,"{'dairy', 'seasoning'}"
4264_112015,"{'dairy', 'sugary'}"
4265_042014,"{'sugary', 'other foods'}"
4265_062014,"{'vegetables', 'milk'}"
4265_082014,"{'water', 'other foods'}"
4265_102014,"{'energy drinks', 'vegetables'}"
4265_122015,"{'vegetables', 'other item'}"
4266_022014,"{'energy drinks', 'sugary', 'alcohol', 'other foods', 'other item', 'others'}"
4266_062015,"{'energy drinks', 'fruit', 'vegetables', 'alcohol'}"
4266_072015,"{'vegetables', 'alcohol', 'other foods', 'meats', 'dairy'}"
4266_112014,"{'dairy', 'energy drinks', 'vegetables'}"
4267_062015,"{'meats', 'dairy', 'fruit', 'milk'}"
4267_092015,"{'meats', 'dairy', 'milk', 'other foods'}"
4267_102015,"{'meats', 'alcohol'}"
4267_112015,"{'dairy', 'other item'}"
4267_122014,"{'others', 'other item'}"
4268_022014,"{'meats', 'milk'}"
4268_042015,"{'grains', 'sugary', 'other foods', 'other item', 'dairy'}"
4268_102014,"{'meats', 'dairy'}"
4268_122014,"{'dairy', 'other foods'}"
4269_012015,"{'grains', 'other foods', 'meats', 'fruit', 'others'}"
4269_062014,"{'milk', 'other foods'}"
4269_122014,"{'dairy', 'others'}"
4270_012014,"{'milk', 'other foods'}"
4270_032014,"{'grains', 'others'}"
4270_082015,"{'water', 'bags'}"
4271_112014,"{'others', 'other foods'}"
4271_122014,"{'bags', 'grains', 'other foods'}"
4272_032015,{'milk'}
4272_052014,"{'meats', 'vegetables', 'water', 'other foods'}"
4272_062014,"{'other foods', 'vegetables', 'milk', 'pet care'}"
4272_062015,"{'energy drinks', 'fruit', 'dairy', 'pet care'}"
4272_072014,"{'vegetables', 'grains'}"
4272_082014,"{'energy drinks', 'other foods', 'milk', 'grains'}"
4272_102014,"{'energy drinks', 'other foods'}"
4272_112014,"{'vegetables', 'others', 'sugary'}"
4273_012015,"{'vegetables', 'alcohol', 'other item', 'other foods'}"
4273_032015,"{'fruit', 'milk'}"
4273_062015,"{'energy drinks', 'vegetables'}"
4274_012015,"{'energy drinks', 'vegetables', 'alcohol', 'milk'}"
4274_022014,{'other item'}
4274_032014,"{'fruit', 'milk'}"
4274_052014,"{'meats', 'other foods'}"
4274_092015,"{'meats', 'dairy'}"
4275_032014,"{'vegetables', 'others'}"
4275_052015,"{'meats', 'cosmetics', 'other foods'}"
4275_082015,"{'others', 'fruit', 'milk', 'sugary'}"
4275_102014,"{'cosmetics', 'alcohol', 'seasoning', 'milk'}"
4275_112015,"{'meats', 'water'}"
4277_012014,"{'dairy', 'fruit'}"
4277_022015,"{'energy drinks', 'grains', 'sugary', 'others', 'other item', 'dairy', 'milk', 'bags'}"
4277_032014,{'dairy'}
4277_042014,"{'cosmetics', 'grains', 'other item'}"
4277_062015,"{'water', 'sugary', 'other item'}"
4277_092015,"{'meats', 'energy drinks', 'vegetables'}"
4277_112015,"{'dairy', 'fruit'}"
4278_032014,"{'energy drinks', 'others'}"
4278_052014,"{'vegetables', 'alcohol'}"
4279_012014,"{'fruit', 'milk'}"
4280_012014,"{'energy drinks', 'sugary', 'other foods'}"
4280_022015,"{'meats', 'water'}"
4280_062014,"{'energy drinks', 'grains', 'water', 'pet care', 'alcohol', 'other foods', 'milk'}"
4280_062015,"{'meats', 'grains', 'alcohol'}"
4281_032015,"{'alcohol', 'other foods', 'milk', 'other item'}"
4281_082014,"{'dairy', 'sugary'}"
4281_092014,{'dairy'}
4281_092015,"{'energy drinks', 'alcohol', 'others'}"
4281_102015,"{'energy drinks', 'bags'}"
4282_062014,"{'cosmetics', 'seasoning'}"
4282_062015,"{'meats', 'vegetables'}"
