invoice,itemDescription
4459_122014,"{'yogurt', 'other vegetables'}"
4459_122015,"{'bottled water', 'beverages'}"
4460_012015,"{'meat', 'sliced cheese'}"
4460_052015,"{'red/blush wine', 'pastry'}"
4460_122015,"{'canned beer', 'dessert', 'root vegetables', 'chewing gum'}"
4461_022015,"{'white wine', 'tropical fruit'}"
4461_032014,"{'grapes', 'tropical fruit'}"
4461_052014,"{'cake bar', 'white bread', 'newspapers'}"
4461_112014,"{'white bread', 'newspapers'}"
4462_022015,"{'yogurt', 'newspapers', 'rolls/buns', 'bottled water', 'frozen dessert'}"
4462_032014,"{'misc. beverages', 'chewing gum'}"
4462_072015,"{'domestic eggs', 'citrus fruit'}"
4462_092014,"{'frankfurter', 'pickled vegetables'}"
4463_032014,"{'flour', 'beef'}"
4463_032015,"{'pork', 'canned beer', 'liver loaf', 'whole milk'}"
4463_082014,"{'bottled beer', 'pip fruit'}"
4463_082015,"{'decalcifier', 'root vegetables'}"
4464_012014,"{'coffee', 'rolls/buns'}"
4464_022014,"{'butter', 'sausage'}"
4464_042015,"{'pastry', 'sugar'}"
4464_052014,"{'soda', 'other vegetables'}"
4464_072014,"{'rolls/buns', 'chewing gum', 'beverages'}"
4464_082014,"{'candy', 'other vegetables'}"
4464_102015,"{'ice cream', 'sausage'}"
4464_112014,"{'hard cheese', 'oil'}"
4465_042014,"{'specialty chocolate', 'frozen potato products'}"
4465_122014,"{'soda', 'onions'}"
4466_032015,"{'yogurt', 'citrus fruit'}"
4466_072014,"{'soda', 'whole milk'}"
4466_082015,"{'yogurt', 'citrus fruit', 'frozen vegetables', 'ham', 'whole milk'}"
4467_042015,"{'pork', 'other vegetables', 'newspapers'}"
4467_112014,"{'white bread', 'meat', 'UHT-milk', 'soda'}"
4467_112015,"{'whole milk', 'berries', 'candy', 'frozen vegetables'}"
4468_022014,"{'chocolate', 'bottled water', 'dishes', 'soft cheese'}"
4468_032015,"{'bottled beer', 'baking powder', 'sausage', 'curd', 'canned beer', 'brandy', 'white bread'}"
4468_062015,"{'pork', 'brown bread'}"
4468_122014,"{'bottled water', 'onions', 'sliced cheese'}"
4469_092014,"{'pork', 'curd'}"
4469_102015,"{'chocolate', 'fish', 'root vegetables'}"
4469_112014,"{'tropical fruit', 'root vegetables'}"
4470_032015,"{'frozen vegetables', 'canned beer', 'cream cheese ', 'whole milk', 'spread cheese'}"
4470_062014,"{'rolls/buns', 'tropical fruit'}"
4470_062015,"{'other vegetables', 'frozen meals'}"
4470_082014,"{'brown bread', 'liquor'}"
4470_122015,"{'whipped/sour cream', 'onions', 'red/blush wine'}"
4471_022015,"{'coffee', 'butter'}"
4471_042014,"{'mustard', 'pet care'}"
4471_052014,"{'cream cheese ', 'whole milk'}"
4471_082014,"{'yogurt', 'sliced cheese', 'whole milk'}"
4472_112014,"{'cake bar', 'Instant food products'}"
4473_032014,"{'bottled beer', 'other vegetables'}"
4473_062015,"{'cat food', 'packaged fruit/vegetables', 'hamburger meat', 'whole milk', 'artif. sweetener', 'tropical fruit'}"
4473_072015,"{'pork', 'sparkling wine', 'rolls/buns'}"
4473_122014,"{'specialty bar', 'canned beer'}"
4474_022014,"{'fruit/vegetable juice', 'butter milk'}"
4474_072014,"{'bottled water', 'yogurt'}"
4474_102015,"{'detergent', 'specialty bar', 'pastry', 'sugar', 'canned beer', 'brown bread', 'whole milk'}"
4475_032015,"{'other vegetables', 'misc. beverages'}"
4475_072014,"{'butter milk', 'whole milk', 'brandy'}"
4477_022015,"{'whipped/sour cream', 'whole milk', 'hamburger meat'}"
4477_102014,"{'dessert', 'other vegetables', 'chewing gum', 'newspapers'}"
4478_022015,"{'whole milk', 'domestic eggs', 'UHT-milk', 'newspapers'}"
4478_042015,"{'soda', 'bottled water', 'seasonal products'}"
4478_062014,"{'rice', 'roll products '}"
4479_012014,"{'soda', 'rolls/buns'}"
4479_022014,"{'brown bread', 'waffles'}"
4479_102015,"{'butter', 'margarine', 'semi-finished bread'}"
4479_112014,{'rolls/buns'}
4480_052014,"{'frankfurter', 'jam', 'rolls/buns'}"
4480_122014,"{'chocolate', 'misc. beverages'}"
4481_092014,{'brown bread'}
4481_112014,"{'fruit/vegetable juice', 'frozen meals'}"
4482_072015,"{'shopping bags', 'hard cheese', 'other vegetables', 'dishes'}"
4482_112015,"{'yogurt', 'hamburger meat', 'frozen vegetables', 'rolls/buns', 'whole milk'}"
4482_122014,"{'cream cheese ', 'jam'}"
4483_032014,"{'other vegetables', 'whole milk'}"
4483_082015,"{'chocolate marshmallow', 'canned vegetables'}"
4484_042014,"{'shopping bags', 'bottled water'}"
4484_062014,"{'whipped/sour cream', 'canned fish'}"
4484_112015,"{'pork', 'rolls/buns'}"
4485_012014,"{'dessert', 'pastry'}"
4485_072014,"{'hygiene articles', 'red/blush wine', 'rolls/buns'}"
4485_072015,"{'whole milk', 'curd', 'beef', 'root vegetables'}"
4485_112014,"{'canned beer', 'margarine', 'beef'}"
4486_022015,"{'frankfurter', 'rolls/buns'}"
4486_062015,"{'rolls/buns', 'berries'}"
4486_072014,"{'herbs', 'yogurt'}"
4486_072015,"{'pork', 'bottled beer', 'chocolate marshmallow', 'soft cheese', 'hygiene articles', 'canned beer', 'rolls/buns'}"
4486_092015,"{'onions', 'yogurt', 'citrus fruit', 'frozen vegetables', 'canned beer', 'ham', 'whole milk', 'other vegetables', 'tropical fruit'}"
4486_102015,"{'frankfurter', 'pork', 'grapes', 'rolls/buns'}"
4487_012015,"{'bottled beer', 'curd', 'brown bread', 'other vegetables', 'tropical fruit'}"
4487_062014,"{'house keeping products', 'cat food'}"
4487_072014,"{'curd', 'oil'}"
4487_072015,{'onions'}
4487_082014,"{'hard cheese', 'cat food', 'hygiene articles', 'whole milk', 'meat', 'spread cheese'}"
4487_102015,"{'tea', 'sausage'}"
4488_042014,"{'soda', 'beverages'}"
4488_102014,"{'curd', 'ice cream'}"
4488_122014,"{'specialty fat', 'other vegetables'}"
4489_042015,"{'other vegetables', 'frozen vegetables'}"
4489_052014,"{'white bread', 'bottled water', 'curd', 'other vegetables'}"
4489_112015,"{'shopping bags', 'curd'}"
4490_012014,"{'domestic eggs', 'processed cheese', 'bottled water', 'whole milk'}"
4491_092014,"{'bottled water', 'tropical fruit'}"
4492_042014,"{'chocolate', 'brown bread'}"
4492_052014,"{'yogurt', 'frozen dessert'}"
4492_062015,"{'soda', 'sausage', 'frozen meals'}"
4492_112014,"{'butter milk', 'rolls/buns'}"
4493_032014,"{'whipped/sour cream', 'canned beer'}"
4493_052014,"{'other vegetables', 'whole milk'}"
4493_102015,"{'frankfurter', 'other vegetables', 'root vegetables'}"
4493_112014,"{'margarine', 'waffles'}"
4494_012014,"{'liquor', 'root vegetables'}"
4494_022015,"{'chicken', 'tropical fruit'}"
4494_042014,"{'beef', 'newspapers'}"
4494_052014,"{'chicken', 'sugar'}"
4494_062015,"{'beef', 'ice cream', 'frozen meals', 'rolls/buns', 'white bread'}"
4494_082014,"{'pork', 'frozen dessert', 'newspapers'}"
4494_112014,"{'dish cleaner', 'berries', 'frozen meals', 'fruit/vegetable juice', 'frozen dessert'}"
4495_052014,"{'pip fruit', 'oil', 'long life bakery product'}"
4495_062015,"{'butter milk', 'citrus fruit', 'whipped/sour cream', 'waffles', 'coffee', 'sliced cheese'}"
4495_082015,"{'frankfurter', 'soda', 'yogurt', 'sparkling wine', 'rubbing alcohol', 'white bread', 'domestic eggs', 'other vegetables'}"
4495_102014,"{'whole milk', 'hamburger meat'}"
4495_122015,"{'beef', 'sausage'}"
4496_012015,"{'bottled water', 'turkey'}"
4497_022015,"{'butter', 'root vegetables'}"
4497_072015,"{'onions', 'whole milk'}"
4498_042015,"{'chocolate', 'other vegetables'}"
4498_062014,"{'pastry', 'photo/film'}"
4498_072014,"{'butter', 'frozen meals'}"
4498_072015,"{'yogurt', 'pastry'}"
4498_112015,"{'bottled beer', 'cream cheese ', 'whole milk'}"
4499_062014,"{'soda', 'specialty bar'}"
4499_062015,"{'shopping bags', 'bottled beer', 'frozen vegetables', 'beef'}"
4499_082015,"{'tropical fruit', 'pip fruit', 'UHT-milk', 'other vegetables'}"
4499_102015,"{'berries', 'root vegetables', 'brandy'}"
4499_122014,"{'fruit/vegetable juice', 'canned vegetables'}"
4500_042014,"{'cat food', 'soft cheese'}"
4500_082015,"{'flour', 'whole milk'}"
4500_102014,"{'pickled vegetables', 'curd', 'yogurt', 'misc. beverages'}"
4500_112014,"{'cling film/bags', 'rolls/buns'}"
4501_012014,"{'processed cheese', 'brown bread'}"
4501_032015,"{'butter milk', 'berries'}"
4501_062015,"{'soda', 'pork', 'other vegetables', 'tropical fruit'}"
4501_082014,"{'chicken', 'dessert'}"
4501_082015,"{'shopping bags', 'bottled water', 'other vegetables'}"
4502_042014,"{'pip fruit', 'frozen vegetables', 'sugar'}"
4502_072014,"{'rolls/buns', 'hamburger meat'}"
4502_092014,"{'shopping bags', 'whole milk'}"
4502_112015,"{'soda', 'root vegetables'}"
4503_022015,"{'yogurt', 'whole milk'}"
4503_032015,"{'pip fruit', 'rolls/buns'}"
4503_092015,"{'bottled water', 'whole milk'}"
4503_112015,"{'coffee', 'pastry'}"
4503_122015,"{'whipped/sour cream', 'specialty chocolate', 'tropical fruit'}"
4504_012014,"{'brown bread', 'other vegetables', 'misc. beverages', 'rolls/buns'}"
4504_022014,"{'seasonal products', 'soups'}"
4504_042015,"{'soda', 'citrus fruit', 'root vegetables'}"
4504_082014,"{'soda', 'onions'}"
4504_092014,"{'hygiene articles', 'bottled beer', 'sausage'}"
4505_012014,"{'other vegetables', 'tropical fruit'}"
4505_042015,"{'other vegetables', 'tropical fruit', 'dishes'}"
4505_062014,"{'other vegetables', 'berries'}"
4505_112014,"{'soda', 'sweet spreads'}"
4505_122014,"{'chocolate', 'domestic eggs', 'onions', 'root vegetables'}"
4506_112015,"{'bottled water', 'pork'}"
4507_062015,"{'candy', 'softener', 'citrus fruit', 'pastry'}"
4507_082015,"{'citrus fruit', 'tropical fruit'}"
4508_062014,"{'waffles', 'whole milk', 'newspapers'}"
4508_062015,"{'soda', 'candy'}"
4508_072015,"{'frankfurter', 'root vegetables'}"
4508_082014,"{'rolls/buns', 'whole milk'}"
4508_112014,"{'white bread', 'tropical fruit', 'pip fruit', 'rolls/buns'}"
4509_062014,"{'fruit/vegetable juice', 'liquor', 'male cosmetics', 'meat'}"
4509_062015,"{'pork', 'whole milk'}"
4509_072014,"{'chocolate', 'shopping bags', 'rolls/buns', 'frozen meals'}"
4509_072015,"{'bottled water', 'sausage'}"
4509_092015,"{'soda', 'sliced cheese'}"
4509_112015,"{'butter milk', 'yogurt', 'beef', 'berries', 'sliced cheese', 'tropical fruit'}"
4510_012014,"{'cream cheese ', 'whole milk'}"
4510_032015,"{'bottled beer', 'pastry', 'shopping bags', 'red/blush wine', 'ice cream', 'whole milk', 'sliced cheese'}"
4510_042014,"{'butter', 'other vegetables'}"
4510_052015,"{'specialty chocolate', 'tropical fruit'}"
4510_102014,"{'rolls/buns', 'sausage'}"
4510_122014,"{'hard cheese', 'citrus fruit'}"
4511_062015,"{'pork', 'beef'}"
4511_082014,"{'pork', 'cream cheese ', 'UHT-milk'}"
4511_092014,"{'soda', 'rice'}"
4512_052014,"{'seasonal products', 'pip fruit', 'chocolate'}"
4512_062014,"{'white bread', 'tropical fruit'}"
4512_072015,"{'frankfurter', 'butter', 'red/blush wine'}"
4512_082015,"{'other vegetables', 'newspapers'}"
4512_122014,"{'soda', 'hygiene articles', 'root vegetables'}"
4512_122015,"{'bottled water', 'beef'}"
4513_012014,"{'shopping bags', 'dessert', 'soft cheese'}"
4513_042015,"{'frozen fruits', 'dishes'}"
4514_072014,"{'red/blush wine', 'other vegetables'}"
4515_042014,"{'soda', 'yogurt', 'other vegetables', 'tropical fruit'}"
4515_062014,"{'frankfurter', 'curd', 'root vegetables', 'sugar', 'white bread', 'bottled water'}"
4515_062015,"{'soda', 'canned beer', 'other vegetables', 'whole milk'}"
4515_102015,"{'yogurt', 'other vegetables'}"
4515_112015,"{'beef', 'whole milk'}"
4516_032015,"{'curd', 'yogurt', 'pip fruit', 'sausage'}"
4516_072015,"{'candy', 'root vegetables'}"
4517_102014,"{'coffee', 'bottled water'}"
4518_072015,"{'butter', 'yogurt', 'rice'}"
4518_082014,"{'yogurt', 'other vegetables'}"
4519_022015,"{'frozen vegetables', 'sausage'}"
4519_032015,"{'brown bread', 'beef', 'napkins'}"
4520_012014,"{'brown bread', 'mustard'}"
4520_032014,"{'bottled water', 'pastry'}"
4520_112014,"{'margarine', 'whole milk'}"
4521_092015,"{'frozen potato products', 'chewing gum'}"
4522_042014,"{'canned beer', 'other vegetables'}"
4522_052014,"{'soda', 'other vegetables'}"
4522_052015,"{'soda', 'pickled vegetables', 'canned beer', 'candles'}"
4523_012014,"{'domestic eggs', 'specialty chocolate'}"
4523_022015,"{'grapes', 'zwieback'}"
4523_062014,"{'canned beer', 'newspapers'}"
4523_082015,"{'frankfurter', 'brown bread'}"
4523_102015,"{'frankfurter', 'butter'}"
4523_112014,"{'red/blush wine', 'ham'}"
4524_022015,"{'specialty bar', 'spread cheese'}"
4524_042014,"{'red/blush wine', 'curd', 'other vegetables'}"
4524_042015,"{'soda', 'spices', 'yogurt', 'pastry', 'ice cream', 'citrus fruit', 'whole milk'}"
4524_052015,"{'grapes', 'butter'}"
4524_082015,"{'coffee', 'fruit/vegetable juice', 'whole milk'}"
4524_102015,"{'ice cream', 'whole milk'}"
4524_122015,"{'whipped/sour cream', 'sliced cheese', 'root vegetables'}"
4525_062014,"{'beef', 'waffles'}"
4525_072014,"{'cat food', 'bottled beer', 'citrus fruit'}"
4525_072015,"{'hygiene articles', 'other vegetables'}"
4525_092015,"{'light bulbs', 'citrus fruit', 'whole milk'}"
4525_112014,"{'bottled beer', 'whole milk'}"
4525_112015,"{'liqueur', 'whole milk'}"
4526_012015,"{'whipped/sour cream', 'other vegetables'}"
4526_082014,"{'margarine', 'hamburger meat'}"
4526_082015,"{'frankfurter', 'yogurt', 'citrus fruit', 'canned beer', 'rolls/buns'}"
4526_092014,"{'shopping bags', 'sugar'}"
4526_102014,"{'ice cream', 'sliced cheese'}"
4526_122014,"{'soda', 'cake bar', 'other vegetables', 'UHT-milk'}"
4527_022014,"{'brown bread', 'curd'}"
4527_032014,"{'frankfurter', 'domestic eggs', 'brown bread', 'newspapers'}"
4527_102014,"{'frozen vegetables', 'citrus fruit', 'rolls/buns'}"
4527_102015,"{'soda', 'tropical fruit'}"
4528_062014,"{'cookware', 'spread cheese'}"
4528_102015,"{'yogurt', 'whole milk'}"
4529_032015,"{'soda', 'tropical fruit', 'whole milk', 'newspapers'}"
4529_052015,"{'flower soil/fertilizer', 'tropical fruit'}"
4529_102014,"{'other vegetables', 'beef'}"
4529_102015,"{'other vegetables', 'tropical fruit'}"
4530_122015,"{'fruit/vegetable juice', 'domestic eggs', 'margarine'}"
4531_052015,"{'frankfurter', 'shopping bags'}"
4531_092015,"{'pork', 'meat'}"
4531_102015,"{'herbs', 'onions', 'pastry', 'brown bread', 'canned beer', 'bottled water'}"
4531_112014,"{'frozen dessert', 'pastry'}"
4531_122014,"{'soda', 'cat food', 'beverages', 'chocolate marshmallow', 'flour'}"
4532_112014,"{'fruit/vegetable juice', 'pip fruit', 'packaged fruit/vegetables', 'other vegetables'}"
4532_112015,"{'chicken', 'hygiene articles'}"
4533_042014,"{'curd', 'cereals'}"
4533_052015,"{'frozen fruits', 'citrus fruit'}"
4533_102014,"{'candy', 'root vegetables'}"
4534_082014,"{'other vegetables', 'tropical fruit'}"
4534_102014,"{'soda', 'pastry'}"
4535_052015,"{'rolls/buns', 'pastry'}"
4535_082014,{'whole milk'}
4535_092014,"{'soda', 'yogurt'}"
4536_022015,"{'cream cheese ', 'bottled beer', 'citrus fruit'}"
4536_062015,"{'pip fruit', 'tropical fruit'}"
4536_092015,"{'dessert', 'sliced cheese', 'hamburger meat'}"
4536_112014,"{'citrus fruit', 'root vegetables'}"
4537_012015,"{'brown bread', 'ham', 'rolls/buns', 'dessert'}"
4537_092015,"{'grapes', 'sausage'}"
4537_102015,"{'pork', 'sliced cheese', 'salty snack'}"
4537_122015,"{'whipped/sour cream', 'bottled beer', 'other vegetables', 'rolls/buns'}"
4538_062014,"{'soda', 'coffee', 'fruit/vegetable juice', 'dishes'}"
4538_082014,"{'hard cheese', 'other vegetables'}"
4538_112015,"{'sausage', 'liquor (appetizer)'}"
4539_032014,"{'brown bread', 'white wine'}"
4539_042014,"{'frankfurter', 'fruit/vegetable juice', 'other vegetables'}"
4539_092015,"{'bottled water', 'onions', 'whole milk', 'spread cheese'}"
4540_022015,"{'cleaner', 'butter', 'red/blush wine'}"
4540_042015,"{'frankfurter', 'beverages'}"
4540_082014,"{'kitchen towels', 'fruit/vegetable juice', 'beef'}"
4540_102015,"{'yogurt', 'mustard'}"
4540_122014,"{'coffee', 'frozen vegetables'}"
4541_032014,"{'whole milk', 'root vegetables', 'napkins'}"
4541_042015,"{'coffee', 'hygiene articles', 'yogurt'}"
4541_062014,"{'margarine', 'cream cheese '}"
4541_072014,"{'semi-finished bread', 'rolls/buns'}"
4542_012015,"{'whipped/sour cream', 'coffee'}"
4542_052014,"{'soap', 'other vegetables'}"
4542_112014,"{'margarine', 'sweet spreads'}"
4543_062014,"{'curd', 'long life bakery product'}"
4543_102015,"{'long life bakery product', 'rolls/buns'}"
4543_112014,"{'hard cheese', 'pastry'}"
4544_012015,"{'soda', 'root vegetables'}"
4544_052014,"{'bottled water', 'candy', 'sugar'}"
4544_072015,"{'ketchup', 'whole milk', 'sugar'}"
4544_082014,"{'coffee', 'pot plants'}"
4544_102014,"{'cake bar', 'canned beer'}"
4546_032014,"{'margarine', 'oil'}"
4546_032015,"{'chicken', 'brown bread', 'waffles', 'whipped/sour cream', 'tropical fruit'}"
4546_092015,"{'pip fruit', 'beef'}"
4546_102014,"{'pickled vegetables', 'other vegetables'}"
4547_012015,"{'whole milk', 'white bread', 'chewing gum', 'dishes'}"
4547_072014,"{'newspapers', 'napkins'}"
4548_022014,"{'other vegetables', 'UHT-milk'}"
4548_032014,"{'sliced cheese', 'napkins'}"
4548_052015,"{'cream cheese ', 'whole milk'}"
4548_072015,"{'herbs', 'specialty bar', 'root vegetables', 'sausage'}"
4548_092014,"{'herbs', 'onions', 'brown bread'}"
4548_102014,"{'pork', 'yogurt'}"
4550_012014,"{'chicken', 'long life bakery product'}"
4550_012015,"{'detergent', 'other vegetables'}"
4550_022015,"{'canned beer', 'other vegetables', 'rolls/buns', 'dog food'}"
4550_032015,"{'chicken', 'canned beer', 'other vegetables'}"
4550_092015,"{'root vegetables', 'newspapers'}"
4550_112014,"{'yogurt', 'sausage'}"
4551_072014,"{'mayonnaise', 'pastry'}"
4551_072015,"{'artif. sweetener', 'chicken'}"
4552_062015,"{'soda', 'pork', 'yogurt'}"
4552_082015,"{'domestic eggs', 'bottled beer', 'other vegetables'}"
4552_102015,"{'root vegetables', 'whole milk'}"
4553_042014,"{'salty snack', 'yogurt', 'other vegetables', 'pot plants'}"
4553_062015,"{'coffee', 'curd', 'baking powder'}"
4554_072014,"{'white bread', 'margarine', 'whole milk', 'napkins'}"
4554_072015,"{'male cosmetics', 'citrus fruit', 'tropical fruit'}"
4554_082015,"{'root vegetables', 'whole milk'}"
4555_032015,"{'specialty chocolate', 'pip fruit'}"
4555_072015,"{'yogurt', 'citrus fruit', 'canned beer', 'pip fruit', 'whole milk', 'other vegetables', 'tropical fruit'}"
4555_092015,"{'soda', 'citrus fruit'}"
4555_122014,"{'chocolate', 'brown bread'}"
4556_042014,"{'ham', 'other vegetables'}"
4556_082015,"{'butter milk', 'hard cheese', 'long life bakery product'}"
4556_102015,"{'canned beer', 'pip fruit'}"
4556_122014,"{'whipped/sour cream', 'yogurt'}"
4557_072014,"{'coffee', 'napkins'}"
4557_102015,"{'turkey', 'packaged fruit/vegetables'}"
4557_112014,"{'soda', 'tropical fruit'}"
4557_122014,"{'rum', 'yogurt'}"
4558_032015,"{'pork', 'dental care'}"
4558_052015,"{'whipped/sour cream', 'tropical fruit'}"
4558_082014,"{'other vegetables', 'UHT-milk'}"
4559_012014,"{'frozen vegetables', 'rolls/buns'}"
4559_032015,"{'hard cheese', 'whole milk'}"
4559_072015,"{'ice cream', 'whole milk'}"
4559_122015,"{'coffee', 'canned beer', 'yogurt'}"
4560_012015,"{'bottled beer', 'other vegetables'}"
4560_032015,"{'frankfurter', 'waffles'}"
4561_012014,"{'berries', 'pastry'}"
4561_022014,"{'fruit/vegetable juice', 'oil', 'rolls/buns'}"
4561_042014,"{'grapes', 'tropical fruit'}"
4561_062014,"{'UHT-milk', 'whole milk'}"
4562_052014,"{'soda', 'female sanitary products'}"
4562_062014,"{'rolls/buns', 'newspapers'}"
4563_012014,"{'baking powder', 'frozen fish'}"
4563_052014,"{'margarine', 'root vegetables'}"
4563_052015,"{'pork', 'pastry', 'grapes', 'sparkling wine', 'canned beer', 'whole milk'}"
4563_062015,"{'pip fruit', 'other vegetables'}"
4564_012014,"{'shopping bags', 'whipped/sour cream'}"
4564_042015,"{'curd', 'ice cream'}"
4564_062014,"{'shopping bags', 'newspapers'}"
4564_062015,"{'white bread', 'pip fruit', 'cat food'}"
4564_082015,"{'whole milk', 'nuts/prunes', 'sausage', 'rolls/buns'}"
4564_112014,"{'brown bread', 'bottled beer', 'yogurt', 'hamburger meat'}"
4565_122015,{'canned beer'}
4566_042014,"{'white bread', 'hard cheese'}"
4566_072015,"{'frankfurter', 'pastry'}"
4566_082015,"{'whipped/sour cream', 'pastry', 'napkins'}"
4566_092014,"{'shopping bags', 'tropical fruit'}"
4566_102014,"{'red/blush wine', 'misc. beverages'}"
